Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor
383,2017-02-02,2017 02 02 2,https://youtu.be/8JqGZAUuW3s,5M 60S,"Mr. Alexandre Boulerice (Rosemont—La Petite-Patrie, NDP):",1,NDP,3.54,Even the people who did the Liberals' survey want political parties to work together.,Même les gens qui ont répondu à leur sondage veulent que les partis politiques travaillent ensemble.
384,2017-02-02,2017 02 02 3,https://youtu.be/4PCzy0bLiFg,7M 42S,"L'hon. Karina Gould (ministre des Institutions démocratiques, Lib.):  ",1,LIB,5.38,"Over 360,000 Canadians weighed in at MyDemocracy.ca.",Le site MaDémocratie.ca a attiré la participation de plus de 360 000 Canadiens.
385,2017-02-02,2017 02 02 4,https://youtu.be/LXZhVtVDJe0,8M 23S,"Mr. Nathan Cullen (Skeena—Bulkley Valley, NDP)",0,NDP,7.22,"The recommendation from the Bloc, the Greens, the Conservatives, and the New Democrats called for a plan to bring in proportional representation.","The recommendation from the Bloc, the Greens, the Conservatives, and the New Democrats called for a plan to bring in proportional representation."
386,2017-02-02,2017 02 02 5,https://youtu.be/9CW4wBRZSeg,17M 44S,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",0,LIB,7.29,"Since doing that, we have approved 1,200 projects, with a combined investment of $14 billion. ","Since doing that, we have approved 1,200 projects, with a combined investment of $14 billion. "
387,2017-02-02,2017 02 02 6,https://youtu.be/bFXFbIHM2pc,27M 24S,"Ms. Ruth Ellen Brosseau (Berthier—Maskinongé, NDP)",1,NDP,9.05," We know that the Prime Minister's promises do not mean anything, but will he confirm to Canadians today that he will defend our supply management system in the renegotiation of NAFTA?","On sait que les promesses du premier ministre sont vides, mais est-ce qu'il peut confirmer aujourd'hui aux Canadiens que, dans le cadre de la renégociation de l'ALENA, il va défendre notre système de gestion de l'offre?"
388,2017-02-02,2017 02 02 7,https://youtu.be/g_oDqgMbZek,34M 9S,"Hon. Kirsty Duncan (Minister of Science, Lib.)",0,LIB,6.2, This contract fell below that amount and the granting council made a decision., This contract fell below that amount and the granting council made a decision.
389,2017-02-02,2017 02 02 8,https://youtu.be/5_N4OXvFnNk,39M 16S,"Hon. Peter Kent (Thornhill, CPC)",0,CPC,7.58,"Mr. Speaker, it has become clear this week that Vladimir Putin is testing resolve of western democracies and the new American president. ","Mr. Speaker, it has become clear this week that Vladimir Putin is testing resolve of western democracies and the new American president. "
390,2017-02-02,2017 02 02 9,https://youtu.be/uNA_1KxLSJk,46M 12S,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",0,LIB,4.24,"Mr. Speaker, I would like to thank the member for again talking about the connect to innovate program.","Mr. Speaker, I would like to thank the member for again talking about the connect to innovate program."
391,2017-01-30,2017 01 30 0,https://youtu.be/bPlkZ70Ikxw,5M 1S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,17.57,"That is why I was able to highlight the significant investments we are making in Canadians' future, defending Canadian jobs, building the jobs of tomorrow, working with Canadians to ensure that we have the skills to take on the challenges and the opportunities that are coming at us in the coming years. ","That is why I was able to highlight the significant investments we are making in Canadians' future, defending Canadian jobs, building the jobs of tomorrow, working with Canadians to ensure that we have the skills to take on the challenges and the opportunities that are coming at us in the coming years. "
392,2017-01-30,2017 01 30 1,https://youtu.be/iOzNiM1Cn_4,9M 25S,"Hon. Thomas Mulcair (Outremont, NDP)",1,NDP,11.24,    What does the Prime Minister intend to do to provide ongoing assistance to the thousands of refugees who are now banned from the United States?,Que compte faire le premier ministre pour fournir une aide permanente aux milliers de réfugiés qui sont maintenant interdits de séjour aux États-Unis?
393,2017-01-30,2017 01 30 2,https://youtu.be/FsSp1O50aiA,12M 27S,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",0,CPC,14.17,"Mr. Speaker, it has come to the Prime Minister's attention that the Prime Minister has been breaking the Prime Minister's own ethical rules, so now the Prime Minister is creating new rules for the Prime Minister to follow so that the Prime Minister will no longer appear to be breaking the Prime Minister's rules. ","Mr. Speaker, it has come to the Prime Minister's attention that the Prime Minister has been breaking the Prime Minister's own ethical rules, so now the Prime Minister is creating new rules for the Prime Minister to follow so that the Prime Minister will no longer appear to be breaking the Prime Minister's rules. "
394,2017-01-30,2017 01 30 3,https://youtu.be/9Vx2tazLFbk,12M 33S,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",0,CPC,1.57,Can the Prime Minister please confirm it?,Can the Prime Minister please confirm it?
395,2017-01-30,2017 01 30 4,https://youtu.be/_laHPsMTmRM,16M 23S,"Hon. Candice Bergen (House Leader of the Official Opposition, CPC)",0,CPC,6.26,"As we saw from Jacques Corriveau's sentencing last week, the Liberals have a history of breaking the rules.","As we saw from Jacques Corriveau's sentencing last week, the Liberals have a history of breaking the rules."
396,2017-01-30,2017 01 30 5,https://youtu.be/3ABndZ-1B64,28M 56S,"Hon. Peter Kent (Thornhill, CPC)",0,CPC,7.08,"Again, why are the Liberals risking Canadian national security to play up to the Chinese communist government?","Again, why are the Liberals risking Canadian national security to play up to the Chinese communist government?"
397,2017-01-30,2017 01 30 6,https://youtu.be/GJb1_9lzYIU,31M 44S,"Hon. Jody Wilson-Raybould (Minister of Justice and Attorney General of Canada, Lib.)",0,LIB,10.36,"This is exactly what we are doing, working with the provinces and territories, working with stakeholders, and working with the steering committee, which is focused specifically on assisting us with bringing forward substantive solutions.","This is exactly what we are doing, working with the provinces and territories, working with stakeholders, and working with the steering committee, which is focused specifically on assisting us with bringing forward substantive solutions."
398,2017-01-30,2017 01 30 7,https://youtu.be/Sqjn8OTigcw,33M 30S,"Ms. Georgina Jolibois (Desnethé—Missinippi—Churchill River, NDP)",0,NDP,5.45,Will the minister commit to ongoing funding so that northern youth are employed?,Will the minister commit to ongoing funding so that northern youth are employed?
399,2017-01-30,2017 01 30 8,https://youtu.be/Su3L_cdk_7A,40M 22S,"Hon. Patty Hajdu (Minister of Employment, Workforce Development and Labour, Lib.)",0,LIB,12.05,"That is why we are investing historic amounts into ensuring that young people have the diversity of skills to bring forward new ideas, new talent, and new creativity to the emerging workforces of Canada.","That is why we are investing historic amounts into ensuring that young people have the diversity of skills to bring forward new ideas, new talent, and new creativity to the emerging workforces of Canada."
400,2017-01-30,2017 01 30 9,https://youtu.be/WrAFcG_O-2A,41M 49S,"Mrs. Sylvie Boucher (Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix, CPC)",1,CPC,8.58,"With his usual arrogance, the Prime Minister demonstrated his lack of respect for Canadians and official languages.",Le premier ministre a démontré l'arrogance qu'on lui connaît et son manque de respect envers la population canadienne et les langues officielles.
401,2016-12-12,2016 12 12 0,https://youtu.be/D_LA3cajwo0,6M 14S,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",0,LIB,7.08,"In regard to ticketed fundraising events, the Chief Electoral Officer has confirmed that every party in every campaign does them.","In regard to ticketed fundraising events, the Chief Electoral Officer has confirmed that every party in every campaign does them."
402,2016-12-12,2016 12 12 1,https://youtu.be/qrreIA6jq4Q,7M 57S,"Mme Ruth Ellen Brosseau (Berthier—Maskinongé, NPD)",1,NDP,10.08,"Meanwhile, the Prime Minister just clearly confirmed that not only was government business discussed but that he is the one who deems whether it is appropriate or not.","Eh bien, le premier ministre vient bel et bien de confirmer que non seulement des affaires gouvernementales ont été discutées, mais que c'est lui qui juge si c'est approprié ou non."
403,2016-12-12,2016 12 12 2,https://youtu.be/xMgwW28eWRc,8M 3S,"Mme Ruth Ellen Brosseau (Berthier—Maskinongé, NPD)",1,NDP,7.01,Does the Liberal government really think that Canadians do not see that conflicts of interest abound?,Le gouvernement libéral pense-t-il vraiment sincèrement que les Canadiens ne voient pas qu'il est pris dans une tonne de conflits d'intérêts?
404,2016-12-12,2016 12 12 3,https://youtu.be/V_CkPC8p_uA,19M 52S,"M. François-Philippe Champagne (secrétaire parlementaire du ministre des Finances, Lib.)",1,LIB,8.52,"My colleague is well aware that his constituents, like mine, will be protected under this new regime, and we will continue to work with the Senate on this issue.","Mon collègue sait très bien que ses concitoyens comme les miens seront protégés en vertu du nouveau régime, et nous allons continuer de travailler en collaboration avec le Sénat sur cet enjeu."
405,2016-12-12,2016 12 12 4,https://youtu.be/FLQRRjG2d_Y,26M 27S,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",0,LIB,13.07,"With respect to the issue of torture, as all members of the House know, it is contrary to the Criminal Code, it is contrary to the Canadians Charter of Rights and Freedoms, it is contrary to virtually every treaty this country has ever signed. We will be faithful to the values of Canadians.","With respect to the issue of torture, as all members of the House know, it is contrary to the Criminal Code, it is contrary to the Canadians Charter of Rights and Freedoms, it is contrary to virtually every treaty this country has ever signed. We will be faithful to the values of Canadians."
406,2016-12-12,2016 12 12 5,https://youtu.be/fJ5KxX5nirA,26M 49S,"Mme Brenda Shanahan (Châteauguay—Lacolle, Lib.)",1,LIB,16.55,"Mr. Speaker, as promised in January, the government appointed four temporary members to the National Energy Board in order to meet a commitment to consult communities and indigenous groups to get as much feedback as possible on the proposed energy east project.","Monsieur le Président, tel que promis en janvier, le gouvernement a nommé quatre membres temporaires à l'Office national de l'énergie, afin de mener à bien un engagement communautaire et autochtone additionnel pour obtenir le plus de commentaires possible sur le projet Énergie Est proposé. "
407,2016-12-12,2016 12 12 6,https://youtu.be/IlatQTwtUbw,35M 51S,"M. Gérard Deltell (Louis-Saint-Laurent, PCC)",1,CPC,3.48,Does it not realize that? Because Canadians certainly do.,"S'en rend-il compte actuellement, parce que tous les Canadiens s'en rendent compte?"
408,2016-12-12,2016 12 12 7,https://youtu.be/x0VUZWAKJrE,38M 11S,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",0,LIB,4.29,Individuals in my rural riding and others have received the postcard.,Individuals in my rural riding and others have received the postcard.
409,2016-12-12,2016 12 12 8,https://youtu.be/RDqnwsgM28g,42M 46S,"Hon. Jane Philpott (Minister of Health, Lib.)",0,LIB,3.41,We will work with all provinces and territories to promote vaccination.,We will work with all provinces and territories to promote vaccination.
410,2016-12-12,2016 12 12 9,https://youtu.be/zljWxfMPK8Y,46M 51S,"Mr. Louis Plamondon (Bécancour—Nicolet—Saurel, BQ)",1,BQ,2.53,Only the banks and the Liberals are in favour of the bill.,Il n'y a que les banques et les libéraux qui sont en faveur du projet de loi.
