,IDMain,countedWords,date,english,floor,french,label,party,seconds,sentencePolarity,sentiment,speaker,timeStamp,wordPolaritySummed,youTube
347,2017 02 21 7,17,2017-02-21,"We are no more in favour of what is happening with the Phoenix payroll system than the employees who are impacted, but we are going to fix the problem.","We are no more in favour of what is happening with the Phoenix payroll system than the employees who are impacted, but we are going to fix the problem.",0,348,LIB,7.57,0.5541248116642237,-0.5541248116642237,"Hon. Judy Foote (Minister of Public Services and Procurement, Lib.)",32M 50S,0.9323104880750179,https://youtu.be/oDIa3NRo3AI
348,2017 02 21 8,11,2017-02-21,"With escalating Russian aggression, our Ukrainian allies are concerned that the Liberals have turned their backs on them again. ","With escalating Russian aggression, our Ukrainian allies are concerned that the Liberals have turned their backs on them again. ",0,349,CPC,6.27,0.8219852207527895,-0.8219852207527895,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",36M 22S,1.1430824447722574,https://youtu.be/MnVGRB3PGKQ
349,2017 02 21 9,10,2017-02-21,Why are the Liberals not standing shoulder to shoulder with Ukraine in its fight against Putin's proxies?,Why are the Liberals not standing shoulder to shoulder with Ukraine in its fight against Putin's proxies?,0,350,CPC,5.52,0.373510458637611,-0.373510458637611,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",36M 53S,0.584543870165362,https://youtu.be/6zdMlFCkbjU
350,2017 02 15 0,2,2017-02-15,My question is simple. ,My question is simple. ,0,351,CPC,1.3,0.039362769773496044,-0.039362769773496044,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",1M 9S,0.06488161075061985,https://youtu.be/bl8s1IOc0uU
351,2017 02 15 1,24,2017-02-15,I can assure the hon. member that all full-time employees will have their jobs available to them one hour away in Edmonton and the new location will have more immigration processing and more jobs.,I can assure the hon. member that all full-time employees will have their jobs available to them one hour away in Edmonton and the new location will have more immigration processing and more jobs.,0,352,LIB,14.03,0.5293526115794,0.5293526115794,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",5M 15S,1.0513962746231953,https://youtu.be/ZGQW1tsqRKc
352,2017 02 15 2,14,2017-02-15,"When will the Prime Minister admit that he broke the law, and finally answer Canadians' questions about his unethical behaviour?","When will the Prime Minister admit that he broke the law, and finally answer Canadians' questions about his unethical behaviour?",0,353,CPC,7.57,0.5665773159811838,-0.5665773159811838,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",19M 32S,0.9832902110169275,https://youtu.be/DG0wORpmSUs
353,2017 02 15 3,35,2017-02-15,"Mr. Speaker, after the last election there was hope that we would see a renewed collaborative approach to health care funding, but 18 months later, all we have seen is a divide and conquer tactic from the Liberal government, and 90% of Canadians remain with no national health accord.","Mr. Speaker, after the last election there was hope that we would see a renewed collaborative approach to health care funding, but 18 months later, all we have seen is a divide and conquer tactic from the Liberal government, and 90% of Canadians remain with no national health accord.",0,354,NDP,15.18,0.09780322201965765,-0.09780322201965765,"Mr. Don Davies (Vancouver Kingsway, NDP)",23M 31S,1.968895469779714,https://youtu.be/ASYivuQ1JxA
354,2017 02 15 4,16,2017-02-15,"Mr. Speaker, as we celebrate Canada's Agriculture Day this week, there is no better time to reflect on the importance of youth in agriculture.","Mr. Speaker, as we celebrate Canada's Agriculture Day this week, there is no better time to reflect on the importance of youth in agriculture.",0,355,LIB,7.01,0.6364622552646324,0.6364622552646324,"Mr. T.J. Harvey (Tobique—Mactaquac, Lib.)",25M 51S,0.8798081200470084,https://youtu.be/qowqv71eM_U
355,2017 02 15 5,18,2017-02-15,Could the Parliamentary Secretary to the Minister of Agriculture and Agri-Food please inform the House on what he is doing to support youth in agriculture across this country?,Could the Parliamentary Secretary to the Minister of Agriculture and Agri-Food please inform the House on what he is doing to support youth in agriculture across this country?,0,356,LIB,8.03,0.5049212140043633,0.5049212140043633,"Mr. T.J. Harvey (Tobique—Mactaquac, Lib.)",26M 17S,0.8630087351879672,https://youtu.be/_ZAiF6oXT5Y
356,2017 02 15 6,13,2017-02-15,When will the Minister of Justice finally keep her promise and show consideration and respect for the victims and their families?,Quand la ministre de la Justice va-t-elle enfin honorer sa promesse et tenir compte des victimes et de leurs familles et les respecter?,1,357,CPC,11.16,0.18231999072772204,0.18231999072772204,"Mrs. Sylvie Boucher (Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix, CPC)",37M 48S,0.3502898391520181,https://youtu.be/4D3-CYWBP48
357,2017 02 15 7,28,2017-02-15,"Mr. Speaker, while the government's payroll system ensures that 300,000 employees get paid every two weeks, there are public service employees who are experiencing pay difficulties in some categories, and that is totally unacceptable. ","Mr. Speaker, while the government's payroll system ensures that 300,000 employees get paid every two weeks, there are public service employees who are experiencing pay difficulties in some categories, and that is totally unacceptable. ",0,358,LIB,14.58,0.4014781702301532,-0.4014781702301532,"Hon. Judy Foote (Minister of Public Services and Procurement, Lib.)",40M 42S,1.4758410705793983,https://youtu.be/sLEKb-F67kQ
358,2017 02 15 8,8,2017-02-15,"Mr. Speaker, I take very seriously the obligation to protect our natural environment. ","Mr. Speaker, I take very seriously the obligation to protect our natural environment. ",0,359,LIB,7.29,0.17365124836630585,0.17365124836630585,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",41M 48S,0.2775680469515334,https://youtu.be/VbOVvn0p9_A
359,2017 02 15 9,10,2017-02-15,This initiative together with others shows that our government is fully implementing Jordan's principle.,Cette initiative et d'autres démontrent que notre gouvernement met entièrement en oeuvre le principe de Jordan.,1,360,LIB,6.13,0.49569051273699316,0.49569051273699316,"Hon. Jane Philpott (Minister of Health, Lib.): ",43M 5S,0.7307288367966456,https://youtu.be/oQVu3F6aUkk
360,2017 02 10 0,26,2017-02-10,"One thing that is certainly well known is that we have put into place a reduction in middle-class taxes, benefiting nine million middle-class taxpayers, and increasing taxes on the top 1% of Canadians.","One thing that is certainly well known is that we have put into place a reduction in middle-class taxes, benefiting nine million middle-class taxpayers, and increasing taxes on the top 1% of Canadians.",0,361,LIB,13.21,0.11197598167927933,-0.11197598167927933,"Hon. Jean-Yves Duclos (Minister of Families, Children and Social Development, Lib.)",3M 3S,0.9171400489535046,https://youtu.be/EQYEFQNylO0
361,2017 02 10 1,8,2017-02-10,I do not really understand how they can see that as a good thing. ,Je ne comprends vraiment pas comment ils trouvent que cela peut être bon. ,1,362,CPC,3.07,0.19425832550041375,-0.19425832550041375,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",5M 21S,0.44275733539169393,https://youtu.be/t3pKRUQtRB0
362,2017 02 10 2,8,2017-02-10,"The Prime Minister promised to change all that, and then he broke that promise.","The Prime Ministerpromised to change all that, and then he broke that promise.",0,363,NDP,4.43,0.4878173462368847,-0.4878173462368847,"Mr. Murray Rankin (Victoria, NDP)",7M 36S,0.4878173462368847,https://youtu.be/SqK95k8ThJo
363,2017 02 10 3,16,2017-02-10," In addition, I want to point out that some of the projects highlighted in the report yesterday are near completion, despite what the report says."," In addition, I want to point out that some of the projects highlighted in the report yesterday are near completion, despite what the report says.",0,364,LIB,8.31,0.036549315650648,-0.036549315650648,"Ms. Yvonne Jones (Parliamentary Secretary to the Minister of Indigenous and Northern Affairs, Lib.)",9M 51S,0.7266682847694028,https://youtu.be/YOd577zNZkA
364,2017 02 10 4,24,2017-02-10,"We are hoping that this inquiry will also make recommendations on urgent action that is needed, such as the known root causes, with investments in women's shelters, housing, education, and children across indigenous Canada.","We are hoping that this inquiry will also make recommendations on urgent action that is needed, such as the known root causes, with investments in women's shelters, housing, education, and children across indigenous Canada.",0,365,LIB,16.27,0.4519376603420824,0.4519376603420824,"Ms. Yvonne Jones (Parliamentary Secretary to the Minister of Indigenous and Northern Affairs, Lib.)",11M 7S,1.265020518763257,https://youtu.be/JHnsIgtTPkI
365,2017 02 10 5,29,2017-02-10,"Mr. Speaker, in an Order Paper question the defence minister said, “All Canadian Armed Forces personnel serving at all Operation IMPACT Kuwait locations received Tax Relief effective 5 Oct 2014...to 1 Sept 2016.” ","Mr. Speaker, in an Order Paper question the defence minister said, “All Canadian Armed Forces personnel serving at all Operation IMPACT Kuwait locations received Tax Relief effective 5 Oct 2014...to 1 Sept 2016.” ",0,366,CPC,13.49,0.7166332896428814,0.7166332896428814,"Mr. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, CPC)",22M 5S,1.2614394751747438,https://youtu.be/p0R16kCS1QI
366,2017 02 10 6,14,2017-02-10,I cannot believe that members across the floor have the nerve to ask us questions about this massive problem they created. ,Je suis très incrédule face à un parti politique qui nous a légué un problème de cette ampleur et dont les députés se lèvent maintenant à la Chambre pour nous poser des questions.,1,367,LIB,12.19,0.5307278669705348,-0.5307278669705348,"Mr. Steven MacKinnon (Parliamentary Secretary to the Minister of Public Services and Procurement, Lib.)",33M 40S,0.8524564686231314,https://youtu.be/TFrcK8G4QRM
367,2017 02 10 7,21,2017-02-10,"I can reassure the member that public servants will get paid, overpayments will be corrected, and public servants will enjoy a modern pay system, but it is no thanks to the Conservatives.","I can reassure the member that public servants will get paid, overpayments will be corrected, and public servants will enjoy a modern pay system, but it is no thanks to the Conservatives.",0,368,LIB,10.35,0.21745489484497477,0.21745489484497477,"Mr. Steven MacKinnon (Parliamentary Secretary to the Minister of Public Services and Procurement, Lib.)",35M 3S,1.128605327036764,https://youtu.be/J4zvG_mmfvw
368,2017 02 10 8,9,2017-02-10,"Mr. Speaker, indeed, taking care of our troops is very important. ","Monsieur le Président, oui, s'occuper de nos soldats est très important.",1,369,LIB,6.13,0.3952106447728251,0.3952106447728251,"M. Jean Rioux (secrétaire parlementaire du ministre de la Défense nationale, Lib.)",38M 31S,0.3952106447728251,https://youtu.be/CPZehYU0Tng
369,2017 02 10 9,17,2017-02-10,"Members might ask “What Do You Mean?” Well, Drake, Justin Bieber, and The Weeknd are in the top 10 global recording artists of 2016. ","Members might ask “What Do You Mean?” Well, Drake, Justin Bieber, and The Weeknd are in the top 10 global recording artists of 2016. ",0,370,LIB,8.31,0.1509663367271839,0.1509663367271839,"Mr. Sean Casey (Parliamentary Secretary to the Minister of Canadian Heritage, Lib.)",44M 18S,0.6854834113109974,https://youtu.be/y0gwAmrs-Z0
370,2017 02 07 0,11,2017-02-07,He will not rule out the possibility of reducing the age amount and cancelling pension income splitting.,La réduction du montant en raison de l'âge et l'annulation du fractionnement du revenu de pension sont des mesures qu'il refuse d'écarter.,1,371,CPC,9.05,0.031645740831144034,0.031645740831144034,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",2M 25S,0.49065419278200084,https://youtu.be/k6HChsufhYw
371,2017 02 07 1,10,2017-02-07,"We also increased the guaranteed income supplement by $1,000 for the most vulnerable seniors.",Nous avons aussi augmenté le Supplément de revenu garanti de 1 000 $ pour les aînés les plus vulnérables. ,1,372,LIB,6.4,0.2955538045082773,0.2955538045082773,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",2M 49S,0.43190474116376465,https://youtu.be/QwQYC7o_ANQ
