Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor,preprocessed,svm_imdb,fasttext_imbd,fasttext_imbdWeight,svm_stanford,fasttext_stanford,fasttext_stanfordWeights,liwc,vader,svm_imdb_probability
330,2017-03-08,2017 03 08 9,https://youtu.be/jir-ZC-Y5eM,45M 33S,"Ms. Elizabeth May (Saanich—Gulf Islands, GP)",0,GRN,13.21,"This has been brought into play by the bill I submitted in the 41st Parliament, unanimously supported in the House and the Senate, and continues to be strongly supported by members on all sides of this House.","This has been brought into play by the bill I submitted in the 41st Parliament, unanimously supported in the House and the Senate, and continues to be strongly supported by members on all sides of this House.",this bring play bill  submit 41st parliament unanimously support house senate continue strongly support member side house,Positive,Positive,0.95888168,Positive,Positive,0.6034891,5.154019534184824,9.18,0.5428088985831339
331,2017-02-24,2017 02 24 0,https://youtu.be/YlqqlQUOWz0,5M 31S,"Mr. Luc Berthold (Mégantic—L'Érable, CPC)",1,CPC,5.52,"Seriously. For 15 months now, the Liberals have done absolutely nothing for the 200,000 Canadians who work hard in our forestry industry.","Sérieusement, pendant 15 mois, on n'a rien fait pour les 200 000 Canadiens qui travaillent fort dans notre industrie forestière.","seriously for 15 month liberals absolutely 200,000 canadians work hard forestry industry",Negative,Negative,-0.85746032,Negative,Negative,-0.7014342,2.6394628099173554,3.634,0.35005549720752555
332,2017-02-24,2017 02 24 1,https://youtu.be/uH12Soj16D8,7M 13S,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",0,LIB,10.15,"Mr. Speaker, our government is committed to maintaining a refugee system that maintains our tradition of providing compassion to those seeking safety and security in our country.","Mr. Speaker, our government is committed to maintaining a refugee system that maintains our tradition of providing compassion to those seeking safety and security in our country.",mr. speaker government commit maintain refugee system maintain tradition provide compassion seek safety security country,Negative,Positive,0.91492784,Negative,Positive,0.68366838,4.772727272727273,9.2775,0.544147928360446
333,2017-02-24,2017 02 24 2,https://youtu.be/6Tl2GdeeVqE,8M 44S,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",0,LIB,5.25,"How would that be good for the 400,000 people who cross that border every day?","How would that be good for the 400,000 people who cross that border every day?","how good 400,000 people cross border day",Positive,Positive,0.85890752,Positive,Positive,0.89465791,4.375000000000001,7.202,0.5849657587045421
334,2017-02-24,2017 02 24 3,https://youtu.be/9n2-9JOr2qE,14M 1S,"Mr. David Lametti (Parliamentary Secretary to the Minister of Innovation, Science and Economic Development, Lib.)",0,LIB,2.04,This is a good deal for Canada.,This is a good deal for Canada.,this good deal canada,Positive,Positive,0.99999666,Positive,Positive,0.67240113,5.454545454545455,7.202,0.9885442089337537
335,2017-02-24,2017 02 24 4,https://youtu.be/4mC2HlY1nt0,15M 52S,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",0,CPC,11.24,"While it is far from clear that this deal will be good for Canada, we know that Chinese billionaires have been very good to the Liberal Party of Canada at $1,500 per person cash for access fundraisers.","While it is far from clear that this deal will be good for Canada, we know that Chinese billionaires have been very good to the Liberal Party of Canada at $1,500 per person cash for access fundraisers.","while far clear deal good canada know chinese billionaire good liberal party canada $ 1,500 person cash access fundraiser",Positive,Positive,0.76034307,Positive,Positive,0.75177991,4.759579263711496,9.3895,0.7941146149457254
336,2017-02-24,2017 02 24 5,https://youtu.be/A8R85kZ4Sb4,23M 36S,"Hon. Jean-Yves Duclos (Minister of Families, Children and Social Development, Lib.)",0,LIB,34.12,"Mr. Speaker, I am pleased to have this opportunity to speak a bit about the agenda we have for seniors, a very strong agenda, and not only for this generation of seniors, many of whom are being taken out of poverty through the increase in the guaranteed income supplement and the lowering of the age of eligibility to 65 years—100,000 seniors will not need to enter into severe poverty—but also through the enhancement of the Canada pension plan, which is going to take 300,000 future seniors out of income vulnerability.","Mr. Speaker, I am pleased to have this opportunity to speak a bit about the agenda we have for seniors, a very strong agenda, and not only for this generation of seniors, many of whom are being taken out of poverty through the increase in the guaranteed income supplement and the lowering of the age of eligibility to 65 years—100,000 seniors will not need to enter into severe poverty—but also through the enhancement of the Canada pension plan, which is going to take 300,000 future seniors out of income vulnerability.","mr. speaker  pleased opportunity speak bit agenda senior strong agenda generation senior take poverty increase guarantee income supplement lowering age eligibility 65 years—100,000 senior need enter severe poverty enhancement canada pension plan go 300,000 future senior income vulnerability",Positive,Positive,0.8817423,Positive,Positive,0.59905052,3.8378631677600756,5.258000000000001,0.8630513581862378
337,2017-02-24,2017 02 24 6,https://youtu.be/FwPVnAE0qlM,42M 4S,"Mrs. Karen McCrimmon (Parliamentary Secretary to the Minister of Transport, Lib.)",0,LIB,17.23,"That is the reason why the Minister of Transport met with various law enforcement officials to emphasize just how reckless this action is and to ask for the public's help when they see something like this happening, for them to call 911 and let police officials know. ","That is the reason why the Minister of Transport met with various law enforcement officials to emphasize just how reckless this action is and to ask for the public's help when they see something like this happening, for them to call 911 and let police officials know. ",that reason    minister transport    meet law enforcement official emphasize reckless action ask public 's help like happening 911 let police official know   ,Positive,Positive,0.66403943,Positive,Positive,0.84232348,4.088032220943614,6.806,0.5845210119112662
338,2017-02-24,2017 02 24 7,https://youtu.be/R3n7N8X2zEQ,42M 43S,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",0,LIB,6.06,"Mr. Speaker, our government is proud of Canada's tradition of compassion toward those who are fleeing war and persecution.","Mr. Speaker, our government is proud of Canada's tradition of compassion toward those who are fleeing war and persecution.",mr. speaker government proud canada 's tradition compassion flee war persecution,Negative,Positive,0.8625282,Negative,Positive,0.92151576,2.5852272727272734,6.48,0.4563635676298627
339,2017-02-24,2017 02 24 8,https://youtu.be/cRhhVBJ9OpQ,48M 56S,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",1,LIB,18.18,"I am listening and I am prepared to work with my federal colleagues, the City of Quebec, the province, and the staff at Parks Canada in order to ensure that the public and anyone who is interested can access the artifacts in a timely manner."," Je suis à l'écoute et je suis prête à travailler avec mes collègues du fédéral, avec la Ville de Québec, la province, ainsi que le personnel de Parcs Canada, afin de nous assurer que le public et toutes les parties intéressées sont en mesure d'accéder, en temps opportun, aux artéfacts.", listen  prepared work federal colleague city quebec province staff parks canada order ensure public interested access artifact timely manner,Positive,Positive,0.78791147,Positive,Positive,0.61763203,4.197292069632496,8.6755,0.6225456398212419
340,2017-02-24,2017 02 24 9,https://youtu.be/BPC654Xj8jc,48M 57S,"Hon. Hunter Tootoo (Nunavut, Ind.)",0,IND,4.16," Mr. Speaker, my question is for the Prime Minister."," Mr. Speaker, my question is for the Prime Minister.",   mr. speaker question    prime minister,Negative,Negative,-0.66638529,Negative,Positive,0.9812358,3.181818181818182,5.0,0.3483665260561009
341,2017-02-21,2017 02 21 0,https://youtu.be/5mREwUVHGe4,5M 47S,"Ms. Hélène Laverdière (Laurier—Sainte-Marie, NDP)",1,NDP,8.18,"The Prime Minister clearly told refugees that Canada would welcome them, but he is refusing to put his money where his mouth is.","Le premier ministre a dit clairement aux réfugiés que le Canada les accueillerait, mais il refuse toujours de joindre l'acte à la parole.",the    prime minister clearly tell refugee canada welcome refuse money mouth,Negative,Negative,-0.95445102,Negative,Positive,0.78517699,3.181818181818182,7.7115,0.15074181724935248
342,2017-02-21,2017 02 21 1,https://youtu.be/7acyyXEWmVU,6M 53S,"Ms. Jenny Kwan (Vancouver East, NDP)",0,NDP,9.54,"Clearly, the Conservatives had no plan, and while the Liberals sound welcoming, they have implemented absolutely zero measures to address this situation. ","Clearly, the Conservatives had no plan, and while the Liberals sound welcoming, they have implemented absolutely zero measures to address this situation. ",clearly conservatives plan liberals sound welcome implement absolutely zero measure address situation   ,Negative,Negative,-0.75081086,Negative,Positive,0.86330569,3.181818181818182,8.453999999999999,0.5185466082410821
343,2017-02-21,2017 02 21 2,https://youtu.be/AaiyybolckQ,8M 38S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,17.09,"Mr. Speaker, Canadians expect their government to do two things: to stand up for Canadian values and continue to talk about the openness and the strength with which we engage with the world and also to have a strong working relationship with the American government and officials","Mr. Speaker, Canadians expect their government to do two things: to stand up for Canadian values and continue to talk about the openness and the strength with which we engage with the world and also to have a strong working relationship with the American government and officials",mr. speaker canadians expect government thing stand canadian value continue talk openness strength engage world strong working relationship american government official,Positive,Positive,0.9877286,Positive,Positive,0.7178216,4.03409090909091,9.568,0.9024097405930018
344,2017-02-21,2017 02 21 3,https://youtu.be/jv_FshKqZ40,11M 0S,"L’hon. Bill Morneau (ministre des Finances, Lib.)",1,LIB,6.27,"We introduced the Canada child benefit, which will help nine out of 10 families by giving them more money.","Nous avons intstauré l'Allocation canadienne pour enfants, qui aidera neuf familles sur dix en leur accordant plus d'argent.", introduce canada child benefit help 10 family give money,Negative,Negative,-0.84955466,Negative,Positive,0.80056345,4.019138755980862,8.453999999999999,0.3825896229221387
345,2017-02-21,2017 02 21 4,https://youtu.be/B0hO6wXaYXM,13M 28S,"Hon. Pierre Poilievre (Carleton, CPC)",0,CPC,12.05,"Mr. Speaker, we know from Statistics Canada data that carbon taxes disproportionately harm those with the least, because they must spend roughly one-third more of their household income on the items that will be taxed.","Mr. Speaker, we know from Statistics Canada data that carbon taxes disproportionately harm those with the least, because they must spend roughly one-third more of their household income on the items that will be taxed.",mr. speaker know statistics canada data carbon tax disproportionately harm spend roughly household income item tax,Negative,Negative,-0.57674998,Negative,Negative,-0.50031668,2.7631578947368425,2.2885,0.24514620715757907
