"Label","Date","ID_main","youTube","timeStamp","Speaker","French","party","seconds","english","floor","lexiProcessed","sentiment_lsd","sentiment_jockers_rinker","sentiment_sentiwordnet","sentiment_huliu"
198,"2017-06-13","2017 06 13 7","https://youtu.be/UfOsp_97OnY","33M 43S","Ralph Goodale",0,"LIB","11.03","Mr. Speaker, all of those events about which the hon. gentleman complains in fact took place under the previous administration.","Mr. Speaker, all of those events about which the hon. gentleman complains in fact took place under the previous administration.","Mr . Speaker , all of those events about which the hon . gentleman complains in fact took place under the previous administration .",-1,0.050640015414883,0.226447702232434,-0.170562565111375
199,"2017-06-13","2017 06 13 8","https://youtu.be/zuBTToyQcY4","39M 5S","James Bezan",0,"CPC","7.22","Mr. Speaker, the Liberals are planning on closing Canadian Coast Guard stations in Gimli, Selkirk, and Kenora.","Mr. Speaker, the Liberals are planning on closing Canadian Coast Guard stations in Gimli, Selkirk, and Kenora.","Mr . Speaker , the Liberals are planning on closing Canadian Coast Guard stations in Gimli , Selkirk , and Kenora .",NA,0.0847231613553395,0.0416848222184386,0
200,"2017-06-13","2017 06 13 9","https://youtu.be/tiCykWyFO_4","43M 25S","Karen McCrimmon",0,"LPC","7.5","Mr. Speaker, I have an easy answer: no. I do not know of this particular situation, but I would be happy to sit down and discuss this after the session.","Mr. Speaker, I have an easy answer: no. I do not know of this particular situation, but I would be happy to sit down and discuss this after the session.","Mr . Speaker , I have an easy answer : (no) not . I do not know of this particular situation , but I would be happy to sit down and discuss this after the session .",1,0.0409661060748102,0.116190675259262,0.121983865623362
201,"2017-06-09","2017 06 09 0","https://youtu.be/IFoOYm3NCew","8M 1S","Navdeep Bains",0,"LIB","4.09","We never have and we never will compromise our national security.","We never have and we never will compromise our national security.","We (never) not and we (never) not compromise our national security .",NA,0,0.165378079342946,0
202,"2017-06-09","2017 06 09 1","https://youtu.be/z9AuinHSgI4","11M 14S","Bardish Chagger",0,"LIB","3.2","We recognize the importance of these positions.","We recognize the importance of these positions.","We recognize the importance of these positions .",NA,0.109727602922928,0.191208148435464,0
203,"2017-06-09","2017 06 09 2","https://youtu.be/X_U2LUS7JCs","12M 39S","Bardish Chagger",0,"LIB","5.1","We have put in a new process, an open, transparent, merit-based process. All positions that are available are posted online.","We have put in a new process, an open, transparent, merit-based process. All positions that are available are posted online.","We have put in a new process , an open , transparent , merit - based process . All positions that are available are posted online .",1,0.186083810428836,0.0302319851110617,0.334418070136954
204,"2017-06-09","2017 06 09 3","https://youtu.be/wIljY9c81ls","18M 12S","Romeo Saganash",0,"NDP","5.04","This is one of the many long injustices faced by indigenous peoples in Canada. ","This is one of the many long injustices faced by indigenous peoples in Canada. ","This is one of the many long injustices faced by indigenous peoples in Canada .",-1,-0.1204221027888,-0.0813476323946175,-0.14430652334656
205,"2017-06-09","2017 06 09 4","https://youtu.be/9mDgfmhzlv0","23M 51S","Ralph Goodale",0,"LIB","5.39","Again, police and communities, working together—","Again, police and communities, working together—","Again , police and communities , working together—",NA,0,0.137965520970501,0
206,"2017-06-09","2017 06 09 5","https://youtu.be/4KUWtkexL7k","29M 22S","Rim Rudd",0,"LIB","9.2"," Mr. Speaker, our support for the energy sector reflects a balanced approach that ensures the environment is protected and that good, well-paying jobs are created for Canadians."," Mr. Speaker, our support for the energy sector reflects a balanced approach that ensures the environment is protected and that good, well-paying jobs are created for Canadians.","Mr . Speaker , our support for the energy sector reflects a balanced approach that ensures the environment is protected and that good , well xpaying jobs are created for Canadians .",1,0.408728510960979,0.273466832362187,0.556
207,"2017-06-09","2017 06 09 6","https://youtu.be/iso4gixTH4E","33M 33S","Joel Lightbound",0,"LIB","4.22","I hear the members scream, but my own cousin has been affected by Lyme disease. ","I hear the members scream, but my own cousin has been affected by Lyme disease. ","I hear the members scream , but my own cousin has been affected by Lyme disease .",-1,-0.37596131472251,-0.408521734093158,-0.139447254666773
208,"2017-06-09","2017 06 09 7","https://youtu.be/R-egEjg24Jg","34M 42S","Ruth Ellen Brosseau",0,"NDP","7.5","When will the government take its responsibilities seriously and implement a payment protection system for fruit and vegetable producers?","Quand le gouvernement va-t-il prendre ses responsabilités au sérieux et mettre en place un système de protection de paiement pour les producteurs de fruits et légumes?","When will the government take its responsibilities seriously and implement a payment protection system for fruit and vegetable producers ?",1,0.101312630918174,-0.245356539326969,0.304185000844109
209,"2017-06-09","2017 06 09 8","https://youtu.be/sv41LyBcNi8","48M 18S","Marc Garneau",0,"LIB","4.3","I was in Iqaluit last year to talk specifically about this.","I was in Iqaluit last year to talk specifically about this.","I was in Iqaluit last year to talk specifically about this .",NA,0.0703876977145601,0.119015031323141,0
210,"2017-06-09","2017 06 09 9","https://youtu.be/PxdkZjwp1GM","48M 38S","Marc Garneau",0,"LIB","16.2","As members know, in the 2017 budget, we did identify a national trade corridors fund, and that will also specifically recognize transportation in the north of our country, as well as the $2 billion rural and northern infrastructure—","As members know, in the 2017 budget, we did identify a national trade corridors fund, and that will also specifically recognize transportation in the north of our country, as well as the $2 billion rural and northern infrastructure—","As members know , in the 2017 budget , we did identify a national trade corridors fund , and that will also specifically recognize transportation in the north of our country , as xwell as the $2 billion rural and northern infrastructure—",NA,0.0777109861285989,0.23430366717437,0.123365998136737
211,"2017-06-06","2017 06 06 0","https://youtu.be/5-jYw7Lj6XQ","5M 7S","Andrew Scheer",0,"CPC","5.1","Mr. Speaker, parents work tirelessly to provide a safe and secure life for their children. ","Mr. Speaker, parents work tirelessly to provide a safe and secure life for their children. ","Mr . Speaker , parents work tirelessly to provide a safe and secure life for their children .",1,0.187442153171877,0.172353245514425,0.311334963033644
212,"2017-06-06","2017 06 06 1","https://youtu.be/z0eJQ52_ZP8","7M 59S","Thomas Mulcair",1,"NDP","6.13","   The Prime Minister is accountable for this appointment. In light of this flagrant contradiction, will he take Madeleine Meilleur's name off the list?","Alors, devant cette contradiction flagrante, va-t-il retirer le nom de Madeleine Meilleur?","The Prime Minister is accountable for this appointment . In light of this flagrant contradiction , will he take Madeleine Meilleur ' s name off the list ?",0,0.0182597307533262,0.0384872578189222,-0.277894509333546
213,"2017-06-06","2017 06 06 2","https://youtu.be/o57Ojk_C2OQ","15M 31S","John Brassard",0,"CPC","3.48","Less than a year ago, Madeleine Meilleur left politics to spend time with her family.","Less than a year ago, Madeleine Meilleur left politics to spend time with her family.","(less) not year ago , Madeleine Meilleur left politics to spend time with her family .",NA,0,0.239217653948087,0
214,"2017-06-06","2017 06 06 3","https://youtu.be/3NF8GrccAfo","16M 26S","Sean Casey",0,"LIB","6.13","In fact, as the hon. member knows, we appointed Kim Campbell to lead the Supreme Court of Canada advisory board.","In fact, as the hon. member knows, we appointed Kim Campbell to lead the Supreme Court of Canada advisory board.","In fact , as the hon . member knows , we appointed Kim Campbell to lead the Supreme Court of Canada advisory board .",NA,0.0617963542951774,0.320039507383916,0.207889975355763
215,"2017-06-06","2017 06 06 4","https://youtu.be/VKn7ZyYvKqs","17M 9S","John Brassard",0,"CPC","10.42"," Why can the Prime Minister not just admit that he and his backroom operatives have caused the integrity of the selection process to be called into question and they have no choice now but to do it over again?"," Why can the Prime Minister not just admit that he and his backroom operatives have caused the integrity of the selection process to be called into question and they have no choice now but to do it over again?","Why can the Prime Minister not admit that he and his backroom operatives have caused the integrity of the selection process to be called into question and they have (no) not choice now but to do it over again ?",0.666666666666667,-0.0272767150332106,-0.091801771270012,0
216,"2017-06-06","2017 06 06 5","https://youtu.be/kYDvTING5_4","23M 44S","Michael Cooper",0,"CPC","6.34","Every parent has a right to know if one of these predators is moving into his or her neighbourhood","Every parent has a right to know if one of these predators is moving into his or her neighbourhood","Every parent has a right to know if one of these predators is moving into his or her neighbourhood",1,0.106592243071762,0.11645196725518,0.16943611158006
